id,judul_berita,deskripsi_kejadian,lokasi_kejadian,waktu_kejadian,kategori_kejahatan,label_urgensi,sumber,url,scraped_at
845,Serba-serbi RUU Perampasan Aset Mulai Dibahas di Senayan,"Nasib mengenai kelanjutanRancangan Undang-Undang (RUU) Perampasan Asetmenemukan titik terang. Komisi III DPR RI mulai membahas RUU tersebut. Apa saja yang sudah dibahas? Dirangkumdetikcom, Jumat (16/1/2026), Pembahasan RUU Perampasan Aset mulai dilakukan Komisi III DPR pada Kamis (15/1). Wakil Ketua Komisi III DPR RI Sari Yuliati mengatakan pembentukan RUU Perampasan Aset bertujuan memaksimalkan penegakan hukum terhadap berbagai tindak pidana. Hal itu disampaikan Sari dalam rapat dengar pendapat (RDP) dengan Badan Keahlian DPR, di ruang rapat Komisi III DPR, Kompleks Parlemen, Senayan, Jakarta, Kamis (15/1). Sari mengatakan pembentukan RUU Perampasan Aset bertujuan untuk memperkuat upaya pemberantasan kejahatan, khususnya yang bermotif keuntungan finansial. ""Hari ini kita mulai pembentukan RUU tentang Perampasan Aset terkait dengan tindak pidana sebagai salah satu upaya kita memaksimalkan pemberantasan tindak pidana korupsi, tindak pidana terorisme, tindak pidana narkotika, serta tindak pidana lain dengan motif keuntungan finansial,"" kata Sari. Menurutnya, penegakan hukum tak boleh berhenti pada pemberian hukuman penjara semata. Namun, kata dia, negara juga harus mampu memulihkan serta mengembalikan kerugian keuangan negara yang timbul akibat tindak pidana.",,"Jumat, 16 Jan 2026 08:06",Terorisme,Tinggi,detik.com,https://news.detik.com/berita/d-8309951/serba-serbi-ruu-perampasan-aset-mulai-dibahas-di-senayan,2026-04-28 14:41:12
846,5 Berita Terpopuler Internasional Hari Ini,"Para personel militer NATO dijadwalkan mulai tiba di Greenland pada hari Kamis (15/1). Ini terjadi tak lama setelah pertemuan antara para pejabat Amerika, Denmark, dan Greenland di Washington, AS gagal menyelesaikan ""ketidaksepakatan mendasar"" mengenai Greenland. Presiden AS Donald Trump telah berulang kali bertekad untuk mengambil alih pulau Arktik yang kaya mineral dan strategis tersebut. Trump beralasan bahwa wilayah otonom Denmark tersebut sangat penting bagi keamanan AS. Selain berita tersebut, berikut ini berita-berita internasional yang menarik perhatian pembacadetikcom, hari ini, Kamis (15/1/2026): - India Serukan Warganya Angkat Kaki dari Iran! PemerintahIndiaturut menyerukan warganya untuk segera meninggalkanIran yang dilanda aksi demo besar-besaran. Menurut kelompok hak asasi manusia, penindakan keras pemerintah terhadap protes massal itu telah menewaskan ribuan orang. Dilansir kantor beritaAFP, Kamis (15/1/2026), Kementerian Luar Negeri India memperkirakan biasanya ada sekitar 10.000 warga negara India di Iran.",,"Kamis, 15 Jan 2026 17:37",Terorisme,Tinggi,detik.com,https://news.detik.com/internasional/d-8309300/5-berita-terpopuler-internasional-hari-ini,2026-04-28 14:41:18
847,"RUU Perampasan Aset Dibahas di DPR, Ada soal Aset Pribadi Pelaku Tindak Pidana","Kepala Badan KeahlianDPR RI, Bayu Dwi Anggono, mengungkapkanRUU Perampasan Asetmengatur secara rinci jenis-jenis aset yang dapat dirampas negara dari tindak pidana bermotif ekonomi. Salah satunya mengatur aset pribadi milik pelaku tindak pidana bisa dirampas oleh negara. ""Perampasan aset dilakukan terhadap tindak pidana bermotif ekonomi. Itu ada juga dalam bagian penjelasan pasal ini apa yang dimaksud tindak pidana bermotif ekonomi,"" kata Bayu dalam rapat dengar pendapat (RDP) Komisi III DPR, di Kompleks Parlemen, Senayan, Jakarta, Kamis (15/1/2026). Bayu mengatakan terdapat beberapa jenis aset yang dapat dirampas oleh negara. Dia mengatakan aset yang bisa dirampas ialah yang patut diduga digunakan atau telah digunakan sebagai sarana melakukan tindak pidana atau menghalangi proses peradilan. ""Yang kedua, aset hasil tindak pidana. Yang ketiga, aset lain yang sah milik pelaku tindak pidana untuk membayar kerugian sebesar aset yang telah dinyatakan dirampas oleh negara dan atau aset yang merupakan barang temuan yang diketahui atau patut diduga berasal dari tindak pidana,"" ujarnya. ""Misalnya kayu gelondongan di hutan atau barang selundupan di pelabuhan tidak resmi,"" sambung dia.",,"Kamis, 15 Jan 2026 13:34",Terorisme,Tinggi,detik.com,https://news.detik.com/berita/d-8308692/ruu-perampasan-aset-dibahas-di-dpr-ada-soal-aset-pribadi-pelaku-tindak-pidana,2026-04-28 14:41:32
848,Menteri Yandri Pamerkan Program Berantas Narkoba dan Terorisme Melalui Desa,"Menteri Desa dan Pembangunan Daerah Tertinggal (Mendes PDT), Yandri Susanto, memamerkan sejumlah capaian desa di berbagai daerah di hadapan Kepala BNPT dan BNN. Mendes Yandri menekankan adanya desa-desa unggulan yang fokus dalam menangani isu narkoba dan terorisme. Dalam sambutannya, Mendes Yandri menyapa satu per satu jajaran kementerian yang hadir. Awalnya, ia menyapa Menteri Hukum, Supratman Andi Agtas. ""Menteri Hukum Republik Indonesia, saudaraku sahabat lama saya. Kami punya program bersama beliau, yakni Pos Bantuan Hukum Desa. Terima kasih Pak Menteri,"" kata Mendes Yandri, Kamis (15/1/2026). Selanjutnya, Yandri juga memamerkan keberadaan desa ekspor, di mana komoditas dari desa bisa langsung dikirim ke negara tujuan. ""Contohnya Desa Kertajaya dari Pandeglang yang mengekspor ikan koki emas langsung ke Prancis dan Kanada,"" ucapnya. Ia kemudian menyapa Kepala BNN, Marthinus Hukom. Mendes menegaskan bahwa pihaknya akan terus berkomitmen memberantas narkoba mulai dari tingkat desa.",,"Kamis, 15 Jan 2026 11:37",Terorisme,Tinggi,detik.com,https://www.detik.com/jateng/jawa-tengah-meriah/d-8308431/menteri-yandri-pamerkan-program-berantas-narkoba-dan-terorisme-melalui-desa,2026-04-28 14:41:40
849,Komisi III DPR Mulai Bahas RUU Perampasan Aset,"Komisi III DPRRI mulai membahasRUU Perampasan Asethari ini. Wakil Ketua Komisi III DPR RI Sari Yuliati mengatakan pembentukan RUU Perampasan Aset bertujuan memaksimalkan penegakan hukum terhadap berbagai tindak pidana. Hal itu disampaikan Sari dalam rapat dengar pendapat (RDP) dengan Badan Keahlian DPR, di ruang rapat Komisi III DPR, Kompleks Parlemen, Senayan, Jakarta, Kamis (15/1/2026). Sari mengatakan pembentukan RUU Perampasan Aset bertujuan untuk memperkuat upaya pemberantasan kejahatan, khususnya yang bermotif keuntungan finansial. ""Hari ini kita mulai pembentukan RUU tentang Perampasan Aset terkait dengan tindak pidana sebagai salah satu upaya kita memaksimalkan pemberantasan tindak pidana korupsi, tindak pidana terorisme, tindak pidana narkotika, serta tindak pidana lain dengan motif keuntungan finansial,"" kata Sari. Menurutnya, penegakan hukum tak boleh berhenti pada pemberian hukuman penjara semata. Namun, kata dia, negara juga harus mampu memulihkan serta mengembalikan kerugian keuangan negara yang timbul akibat tindak pidana. ""Intinya kita menginginkan penegakan hukum bukan hanya sekadar menghukum para pelaku dengan pidana penjara, tetapi bagaimana memulihkan dan mengembalikan kerugian keuangan negara yang timbul dari perbuatan pidana tersebut,"" ujarnya.",,"Kamis, 15 Jan 2026 10:51",Terorisme,Tinggi,detik.com,https://news.detik.com/berita/d-8308361/komisi-iii-dpr-mulai-bahas-ruu-perampasan-aset,2026-04-28 14:41:45
850,"Geram, Iran Serang Balik Jerman Usai Dikritik Soal Demo Besar-besaran","Menteri Luar Negeri (Menlu) Iran Abbas Araghchimengecam Jerman atas standar ganda dan kemunafikannya dalam hal hak asasi manusia. Hal ini disampaikannya menyusul komentarKanselir Jerman Friedrich Merzyang menuduh negara itu membunuh para demonstran dan menyebut rezimIrantengah ""menjalani hari-hari terakhir"". Araghchi mengatakan bahwaJermanadalah pemerintah yang ""mungkin paling tidak tepat"" untuk memberi ceramah kepada negara lain tentang hak asasi manusia. Dia menyebut kredibilitas Berlin telah ""hancur"" oleh dukungan totalnya terhadap genosida Amerika Serikat-Israel di Gaza. ""Ketika Iran mengalahkan teroris yang membunuh warga sipil dan petugas polisi, kanselir Jerman bergegas menyatakan bahwa 'kekerasan adalah ekspresi kelemahan',"" tulis Araghchi di media sosial X, dilansir media Iran,Press TV, Rabu (14/1/2026). ""Lalu, apa yang akan dikatakan Mr. Merz tentang dukungan sepenuh hatinya terhadap pembunuhan massal 70.000 warga Palestina di Gaza?"" cetus Menlu Iran itu. Sebelumnya, Merz mempertanyakan legitimasi pemerintah Iran dan menyatakan pemerintah Iran hampir tumbang setelah kerusuhan di seluruh negeri.",,"Rabu, 14 Jan 2026 11:49",Terorisme,Tinggi,detik.com,https://news.detik.com/internasional/d-8306645/geram-iran-serang-balik-jerman-usai-dikritik-soal-demo-besar-besaran,2026-04-28 14:42:03
851,Kedubes Iran di RI Buka Suara soal Demo Berdarah Tak Berkesudahan,"Kerusuhan diIrantelah menewaskan 2.000 orang. Kedutaan Besar (Kedubes) Republik Islam Iran di Jakarta menjelaskan demo itu dipicu masalah ekonomi, tapi disusupi kejahatan terorganisir hingga menimbulkan korban jiwa. Kedubes Iran menjelaskan unjuk rasa di Iran terjadi sejak 28 Desember 2025 menyusul adanya fluktuasi nilai tukar riyal Iran. Demonstrasi itu dilakukan oleh kelompok dari pelaku usaha di Iran. ""Pada hari Minggu, 28 Desember 2025, menyusul fluktuasi nilai tukar, terjadi unjuk rasa serikat pekerja dan ekonomi yang terdiri dari beberapa pengusaha dan pedagang di Tehran. Unjuk rasa itu diadakan dengan motif mata pencaharian dan sebagai reaksi dampak negatif fluktuasi mata uang terhadap kegiatan bisnis dan daya beli,"" tulis Kedubes Iran di Jakarta dalam siaran pers yang diterima, Rabu (14/1/2026). Tuntutan pendemo saat itu ialah untuk mengembalikan stabilitas pasar dan menerapkan langkah-langkah ekonomi yang efektif. Kedubes Iran menyebut unjuk rasa di periode Desember 2025 masih berlangsung kondusif dan terkendali. Pemerintah Iran menekankan adanya perbedaan terkait massa demo damai yang menuntut perbaikan ekonomi dan para penyusup yang memicu kericuhan dalam rangkaian aksi demonstrasi di Iran. Pihak Iran menuding adanya kelompok yang memanfaatkan situasi politik di Iran untuk memancing warga Iran melakukan kerusuhan.",,"Rabu, 14 Jan 2026 11:01",Terorisme,Tinggi,detik.com,https://news.detik.com/berita/d-8306552/kedubes-iran-di-ri-buka-suara-soal-demo-berdarah-tak-berkesudahan,2026-04-28 14:42:07
852,Trump Tetapkan Ikhwanul Muslimin di 3 Negara Ini sebagai Organisasi Teroris,"Pemerintahan PresidenAmerika Serikat(AS)Donald Trumptelah secara resmi menetapkan cabang kelompokIkhwanul Musliminyang ada di tiga negara Timur Tengah sebagaiorganisasi teroris. Trump menjatuhkan sanksi terhadap kelompok tersebut dan para anggotanya di ketiga negara tersebut. Penetapan resmi itu, seperti dilansirAssociated Press, Rabu (14/1/2026), diumumkan oleh Departemen Keuangan AS dan Departemen Luar Negeri AS pada Selasa (13/1) waktu setempat. Tiga cabang Ikhwanul Muslimin yang ada di Lebanon, Yordania, dan Mesir resmi ditetapkan sebagai organisasi teroris. Disebutkan oleh Departemen Keuangan AS dan Departemen Luar Negeri AS dalam pengumumannya bahwa kelompok tersebut memicu risiko bagi AS dan kepentingan Amerika di kawasan. Departemen Luar Negeri AS menetapkan cabang Ikhwanul Muslimin di Lebanon sebagai organisasi teroris asing, label paling berat, yang menjadikan memberikan dukungan material terhadap kelompok tersebut sebagai tindak pidana. Cabang Ikhwanul Muslimin di Yordania dan Mesir ditetapkan oleh Departemen Keuangan AS sebagai teroris global yang ditetapkan secara khusus, karena memberikan dukungan kepada Hamas.",,"Rabu, 14 Jan 2026 10:55",Terorisme,Tinggi,detik.com,https://news.detik.com/internasional/d-8306545/trump-tetapkan-ikhwanul-muslimin-di-3-negara-ini-sebagai-organisasi-teroris,2026-04-28 14:42:10
853,"Serba-Serbi Konflik Venezuela dan AS, Ini Kata Para Pakar","Pada 3 Januari 2026 lalu, militer Amerika Serikat (AS) menangkap Presiden Venezuela, Nicolas Maduro dan istrilia, Cilia Flores. Keduanya kini didakwa pidana terkait perdagangan narkoba dan terorisme. Setelah penangkapan tersebut, negara yang terkenal kaya akan minyak bumi itu menunjuk sosok lain. Kini, negara tersebut dipimpin oleh presiden sementara yakni Delcy Rodriguez. Lalu, sebenarnya bagaimana keadaan kedua negara ini? Pertanyaan itu coba untuk dijawab oleh para pakar di The University of Chicago US. Dikutip dari laman resminya, berikut informasi selengkapnya. Pakar dan ilmuwan politik Michael Albertus menjelaskan jauh sebelum Donald Trump terpilih kembali sebagai presiden, Venezuela dan AS telah berselisih. Kendati demikian Trump dan Maduro terkenal sebagai tokoh gigih dan garis keras terhadap kekuasaan. Permainan juga terjadi di bidang kerja sama luar negeri. Menteri Luar Negeri AS, Marco Rubio berhasil mendapat dukungan penting dari beberapa anggota parlemen keturunan Kuba-Amerika dari Miami.",,"Selasa, 13 Jan 2026 07:00",Terorisme,Tinggi,detik.com,https://www.detik.com/edu/detikpedia/d-8304256/serba-serbi-konflik-venezuela-dan-as-ini-kata-para-pakar,2026-04-28 14:42:20
854,"Iran Dilanda Demo Besar-besaran, Netanyahu Anggap Demonstran Berani","Perdana Menteri (PM)Israel,Benjamin Netanyahu, melontarkan pujian untuk keberanian para demonstran diIran, saatunjuk rasa besar-besaranmengguncang negara tersebut. Netanyahu mengakui dirinya mengharapkan rakyat Iran segera terbebas dari apa yang disebutnya sebagai ""belenggu tirani"". Iran dilanda unjuk rasa besar-besaran, yang diwarnai serentetan insiden mematikan, dalam beberapa hari terakhir. Aksi protes itu awalnya dipicu kemarahan atas kenaikan biaya hidup, tetapi berkembang menjadi gerakan lebih luas yang menantang pemerintah teokratis yang berkuasa sejak revolusi tahun 1979 silam. Sebuah kelompok hak asasi manusia setempat melaporkan bahwa sedikitnya 500 orang tewas dalam serangkaian insiden saat unjuk rasa berlangsung di Iran, berdasarkan data hingga Minggu (11/1) waktu setempat. Netanyahu, seperti dilansirAFP, Senin (12/1/2026), menyampaikan pernyataan terbaru mengenai Iran saat menghadiri rapat kabinet mingguan pada Minggu (11/1) waktu setempat. ""Kita semua berharap agar bangsa Persia akan segera terbebas dari belenggu tirani, dan ketika hari itu tiba, Israel dan Iran akan sekali lagi menjadi mitra setia dalam membangun masa depan kemakmuran dan perdamaian bagi kedua bangsa,"" kata Netanyahu dalam pernyataan via yang dirilis oleh kantor PM Israel.",,"Senin, 12 Jan 2026 10:43",Terorisme,Tinggi,detik.com,https://news.detik.com/internasional/d-8302880/iran-dilanda-demo-besar-besaran-netanyahu-anggap-demonstran-berani,2026-04-28 14:42:26
855,"Sepekan Usai Maduro Ditangkap, Warga AS Diminta Tinggalkan Venezuela","Warga Amerika Serikat (AS) di Venezuela diminta untuk segera meninggalkan negara di Amerika Latin tersebut. Permintaan dikeluarkan Departemen Luar Negeri AS dengan mempertimbangkan situasi keamanan yang semakin tidak menentu pascapenangkapan Presiden Venezuela Nicolas Maduro. Dikutip detikNews dari AFP, Deplu AS mengeluarkan peringatan keamanan pada Minggu (11/1/2026). ""Situasi keamanan di Venezuela tetap tidak menentu,"" demikian bunyi peringatan tersebut. Deplu AS menambahkan, ada risiko penggeledahan bagi warga AS di Venezuela. Mereka memperingatkan tentang milisi bersenjata yang dijulukicolectivos. Kelompok ini mencari warga negara AS atau bukti dukungan terhadap AS. ""Karena penerbangan internasional telah dilanjutkan, warga AS di Venezuela harus segera meninggalkan negara itu,"" lanjutnya.",,"Minggu, 11 Jan 2026 21:01",Terorisme,Tinggi,detik.com,https://www.detik.com/kalimantan/berita/d-8302424/sepekan-usai-maduro-ditangkap-warga-as-diminta-tinggalkan-venezuela,2026-04-28 14:42:30
856,"AS Minta Warganya Segera Tinggalkan Venezuela, Ada Apa?","Departemen Luar Negeri AS mendesak warga Amerika Serikat diVenezuelasegera meninggalkan negara tersebut. Peringatan ini keluar seminggu setelah penangkapan Maduro. ""Situasi keamanan di Venezuela tetap tidak menentu,"" kata Departemen Luar Negeri AS dalam sebuah peringatan keamanan, dilansir AFP, Minggu (11/1/2026). Untuk diketahui, Nicolas Maduro, pemimpin Venezuela ditangkap dalam serangan kilat pasukan AS. Warga AS diminta untuk meninggalkan Venezuela karena ada risiko penggeledahan. ""Karena penerbangan internasional telah dilanjutkan, warga AS di Venezuela harus segera meninggalkan negara itu,"" katanya, memperingatkan tentang milisi bersenjata yang disebut colectivos yang menggeledah mobil untuk mencari warga Amerika atau bukti dukungan AS.",,"Minggu, 11 Jan 2026 18:49",Terorisme,Tinggi,detik.com,https://news.detik.com/internasional/d-8302321/as-minta-warganya-segera-tinggalkan-venezuela-ada-apa,2026-04-28 14:42:38
857,Densus 88 Ingatkan Sekolah di Ternate Waspadai Rekrutmen Teroris Lewat Medsos,"Tim Pencegahan Satuan Tugas Wilayah (Satgaswil) Maluku Utara (Malut) Densus 88 Anti Teror Polri menggelar sosialisasi terkait penyebaran paham radikalisme dan terorisme di Ternate. Pihaknya mengingatkan pihak sekolah untuk mewaspadai modus rekrutmen teroris lewat media sosial dan game online. Sosialisasi tersebut digelar di SD Negeri 35 Kota Ternate, Maluku Utara, Sabtu (10/1/2026). Sosialisasi ini merupakan bagian dari roadshow kebangsaan yang dilakukan oleh Polri. Kabid Humas Polda Maluku Utara Kombes Wahyu Istanto Bram W mengatakan, media sosial menjadi jalur yang saat ini dilakukan untuk menyebarkan paham terorisme dan radikalisme. Bahkan modus perekrutan pelaku juga dilakukan melalui game online dan media sosial. ""Modus aksi teror kini menempatkan perempuan dan anak sebagai pelaku. Jalur masuknya seringkali melalui media sosial dan game online,"" ujar Kombes Wahyu Istanto Bran W dalam keterangannya, Minggu (11/1/2026). Dia menjelaskan, modus rekrutmen pelaku terorisme itu menyasar anak-anak yang mempunyai latar belakang masalah. Masalah yang dimaksud seperti keluarga yang kurang harmonis, perundungan, yang menyebabkan emosi anak tidak stabil. ""Faktor kerentanan anak yang menjadi target, antara lain anak-anak dengan latar belakang keluarga yang kurang harmonis (broken home), korban perundungan (bullying) di sekolah, serta mereka yang memiliki kondisi emosional labil,"" jelasnya.",Ternate,"Minggu, 11 Jan 2026 16:29",Terorisme,Tinggi,detik.com,https://www.detik.com/sulsel/berita/d-8302136/densus-88-ingatkan-sekolah-di-ternate-waspadai-rekrutmen-teroris-lewat-medsos,2026-04-28 14:42:42
858,Massa Demo Besar-besaran di Minneapolis AS Buntut Agen Imigrasi Tembak Wanita,"Puluhan ribu orang menggelardemodi Minneapolis untuk mengecam penembakan fatal terhadap seorang wanita oleh agen imigrasi AS. Demo tersebut merupakan bagian dari lebih dari 1.000 demonstrasi yang direncanakan di seluruh negeri akhir pekan ini untuk menentang upaya deportasi pemerintah federal. Dilansir Reuters, Minggu (11/1/2026), massa mengelar demo di Minneapolis meski angin dingin bertiup kencang. Diketahui penembakan maut terhadap wanita berusia 37 tahun, Renee Good oleh petugas Imigrasi dan Bea Cukai (ICE) pada hari Rabu telah menimbulkan simpati banyak orang, hingga memicu protes di kota-kota besar dan beberapa kota kecil. Para pemimpin Demokrat Minnesota dan pemerintahan Presiden Donald Trump, seorang Republikan, telah memberikan penjelasan yang sangat berbeda tentang insiden tersebut. Demonstrasi tersebut dipimpin oleh tim penari asli Meksiko. Para demonstran di Minneapolis arak-arakan menuju jalan perumahan tempat Good ditembak di dalam mobilnya. Departemen Kepolisian Minneapolis memperkirakan demonstrasi itu dihadiri puluhan ribu orang. Massa meneriakkan nama Good dan slogan-slogan seperti ""Hapus ICE"" dan ""Tidak ada keadilan, tidak ada perdamaian - singkirkan ICE dari jalanan kita.""",,"Minggu, 11 Jan 2026 13:40",Terorisme,Tinggi,detik.com,https://news.detik.com/berita/d-8301851/massa-demo-besar-besaran-di-minneapolis-as-buntut-agen-imigrasi-tembak-wanita,2026-04-28 14:42:44
